Customer ID,City,Age,Cuisine Preference,Veg Nonveg Egg Preference,App Usage Frequency,Time Preference,Course Preference,avg_order_value,avg_order_items,total_orders
100489,Chennai,18,"[0.06, 0.18, 0.15, 0.11, 0.09, 0.1, 0.31]","[0.14, 0.45, 0.41]",high,"[0.0, 0.42, 0.19, 0.23, 0.16]","[0.37, 0.05, 0.23, 0.08, 0.27]",504.6931818181818,3.8181818181818183,88
100490,Chennai,18,"[0.04, 0.07, 0.13, 0.17, 0.2, 0.13, 0.26]","[0.41, 0.42, 0.17]",low,"[0.59, 0.02, 0.03, 0.36, 0.0]","[0.36, 0.25, 0.05, 0.16, 0.18]",906.6785714285714,5.714285714285714,28
100491,Chennai,34,"[0.07, 0.31, 0.25, 0.03, 0.1, 0.14, 0.1]","[0.08, 0.74, 0.18]",high,"[0.0, 0.31, 0.14, 0.42, 0.13]","[0.24, 0.13, 0.19, 0.03, 0.41]",996.8333333333334,7.358974358974359,78
100492,Bangalore,29,"[0.17, 0.32, 0.06, 0.23, 0.07, 0.0, 0.15]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.35, 0.11, 0.42, 0.12]","[0.29, 0.12, 0.04, 0.15, 0.4]",644.5087719298245,5.473684210526316,57
100493,Mumbai,45,"[0.3, 0.22, 0.04, 0.3, 0.05, 0.05, 0.04]","[0.71, 0.1, 0.19]",medium,"[0.0, 0.21, 0.31, 0.25, 0.23]","[0.28, 0.32, 0.04, 0.09, 0.27]",715.7619047619048,5.238095238095238,42
100494,Bangalore,31,"[0.08, 0.12, 0.27, 0.14, 0.1, 0.15, 0.14]","[0.44, 0.47, 0.09]",low,"[0.0, 0.19, 0.22, 0.51, 0.08]","[0.33, 0.22, 0.13, 0.0, 0.32]",627.551724137931,3.8275862068965516,29
100495,Bangalore,18,"[0.01, 0.1, 0.25, 0.07, 0.1, 0.23, 0.24]","[0.26, 0.67, 0.07]",medium,"[0.0, 0.11, 0.18, 0.44, 0.27]","[0.08, 0.16, 0.21, 0.25, 0.3]",367.24444444444447,2.8666666666666667,45
100496,Chennai,37,"[0.17, 0.21, 0.09, 0.09, 0.16, 0.19, 0.09]","[0.47, 0.33, 0.2]",low,"[0.0, 0.24, 0.09, 0.46, 0.21]","[0.09, 0.14, 0.12, 0.0, 0.65]",674.3939393939394,5.545454545454546,33
100497,Delhi,31,"[0.16, 0.02, 0.12, 0.13, 0.13, 0.36, 0.08]","[0.11, 0.61, 0.28]",medium,"[0.0, 0.36, 0.17, 0.33, 0.14]","[0.26, 0.13, 0.24, 0.07, 0.3]",419.25,3.3181818181818183,44
100498,Mumbai,38,"[0.11, 0.27, 0.1, 0.28, 0.03, 0.17, 0.04]","[0.02, 0.62, 0.36]",low,"[0.32, 0.48, 0.01, 0.13, 0.06]","[0.21, 0.15, 0.25, 0.23, 0.16]",357.51612903225805,3.064516129032258,31
100499,Delhi,23,"[0.19, 0.02, 0.3, 0.06, 0.12, 0.13, 0.18]","[0.31, 0.51, 0.18]",high,"[0.0, 0.37, 0.18, 0.3, 0.15]","[0.65, 0.13, 0.01, 0.1, 0.11]",683.8352941176471,4.129411764705883,85
100500,Chennai,18,"[0.03, 0.22, 0.21, 0.23, 0.17, 0.08, 0.06]","[0.45, 0.48, 0.07]",medium,"[0.0, 0.5, 0.04, 0.2, 0.26]","[0.36, 0.16, 0.07, 0.2, 0.21]",590.5531914893617,4.574468085106383,47
100501,Chennai,22,"[0.02, 0.52, 0.25, 0.03, 0.04, 0.0, 0.14]","[1.0, 0.0, 0.0]",low,"[0.0, 0.28, 0.14, 0.32, 0.26]","[0.11, 0.15, 0.4, 0.08, 0.26]",441.40909090909093,3.6363636363636362,22
100502,Chennai,23,"[0.14, 0.47, 0.19, 0.03, 0.03, 0.1, 0.04]","[0.22, 0.69, 0.09]",low,"[0.0, 0.15, 0.18, 0.27, 0.4]","[0.53, 0.0, 0.15, 0.09, 0.23]",354.0344827586207,3.0689655172413794,29
100503,Chennai,29,"[0.07, 0.24, 0.3, 0.02, 0.1, 0.07, 0.2]","[1.0, 0.0, 0.0]",low,"[0.0, 0.07, 0.12, 0.46, 0.35]","[0.24, 0.23, 0.18, 0.02, 0.33]",806.0833333333334,5.166666666666667,24
100504,Delhi,33,"[0.23, 0.1, 0.14, 0.06, 0.44, 0.01, 0.02]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.35, 0.2, 0.22, 0.23]","[0.22, 0.33, 0.15, 0.01, 0.29]",774.9107142857143,4.75,56
100505,Delhi,29,"[0.14, 0.07, 0.34, 0.07, 0.09, 0.27, 0.02]","[0.61, 0.29, 0.1]",low,"[0.0, 0.31, 0.27, 0.3, 0.12]","[0.46, 0.14, 0.31, 0.03, 0.06]",764.75,5.03125,32
100506,Chennai,35,"[0.05, 0.12, 0.25, 0.15, 0.09, 0.27, 0.07]","[0.45, 0.39, 0.16]",low,"[0.42, 0.04, 0.06, 0.47, 0.01]","[0.42, 0.04, 0.28, 0.05, 0.21]",567.3939393939394,4.181818181818182,33
100507,Mumbai,30,"[0.28, 0.11, 0.21, 0.1, 0.03, 0.04, 0.23]","[0.23, 0.51, 0.26]",medium,"[0.0, 0.26, 0.19, 0.47, 0.08]","[0.18, 0.36, 0.27, 0.03, 0.16]",502.1914893617021,3.1914893617021276,47
100508,Delhi,24,"[0.23, 0.04, 0.43, 0.05, 0.11, 0.11, 0.03]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.38, 0.17, 0.22, 0.23]","[0.35, 0.06, 0.09, 0.31, 0.19]",597.5945945945946,5.108108108108108,37
100509,Mumbai,39,"[0.11, 0.19, 0.12, 0.14, 0.05, 0.27, 0.12]","[0.35, 0.55, 0.1]",medium,"[0.0, 0.25, 0.15, 0.26, 0.34]","[0.33, 0.37, 0.19, 0.0, 0.11]",876.6808510638298,5.170212765957447,47
100510,Chennai,31,"[0.01, 0.28, 0.08, 0.08, 0.32, 0.08, 0.15]","[0.34, 0.53, 0.13]",medium,"[0.0, 0.19, 0.12, 0.43, 0.26]","[0.57, 0.12, 0.14, 0.0, 0.17]",836.5263157894736,5.473684210526316,38
100511,Delhi,18,"[0.31, 0.12, 0.21, 0.07, 0.1, 0.14, 0.05]","[0.51, 0.38, 0.11]",low,"[0.0, 0.26, 0.18, 0.4, 0.16]","[0.28, 0.17, 0.04, 0.1, 0.41]",649.1515151515151,4.878787878787879,33
100512,Delhi,42,"[0.23, 0.19, 0.23, 0.08, 0.05, 0.2, 0.02]","[0.35, 0.41, 0.24]",medium,"[0.0, 0.28, 0.16, 0.44, 0.12]","[0.19, 0.11, 0.18, 0.13, 0.39]",364.2857142857143,2.857142857142857,42
100513,Bangalore,25,"[0.15, 0.35, 0.1, 0.13, 0.14, 0.01, 0.12]","[0.15, 0.65, 0.2]",medium,"[0.0, 0.17, 0.43, 0.21, 0.19]","[0.43, 0.13, 0.16, 0.01, 0.27]",965.7021276595744,6.680851063829787,47
100514,Chennai,31,"[0.12, 0.26, 0.14, 0.2, 0.16, 0.07, 0.05]","[0.9, 0.0, 0.1]",low,"[0.0, 0.21, 0.13, 0.23, 0.43]","[0.39, 0.15, 0.35, 0.05, 0.06]",1110.3333333333333,7.533333333333333,30
100515,Chennai,40,"[0.05, 0.12, 0.21, 0.05, 0.25, 0.11, 0.21]","[0.38, 0.42, 0.2]",low,"[0.0, 0.3, 0.04, 0.5, 0.16]","[0.29, 0.25, 0.02, 0.08, 0.36]",848.3448275862069,5.103448275862069,29
100516,Chennai,97,"[0.01, 0.36, 0.11, 0.21, 0.2, 0.06, 0.05]","[0.13, 0.8, 0.07]",medium,"[0.0, 0.24, 0.23, 0.25, 0.28]","[0.39, 0.07, 0.3, 0.04, 0.2]",526.8,3.85,40
100517,Bangalore,36,"[0.07, 0.18, 0.23, 0.24, 0.05, 0.13, 0.1]","[0.33, 0.65, 0.02]",medium,"[0.0, 0.23, 0.43, 0.21, 0.13]","[0.23, 0.36, 0.07, 0.05, 0.29]",736.8157894736842,4.394736842105263,38
100518,Bangalore,21,"[0.03, 0.15, 0.35, 0.15, 0.04, 0.15, 0.13]","[0.08, 0.63, 0.29]",low,"[0.0, 0.22, 0.3, 0.24, 0.24]","[0.12, 0.07, 0.29, 0.35, 0.17]",481.93939393939394,4.424242424242424,33
100519,Chennai,26,"[0.03, 0.1, 0.17, 0.18, 0.05, 0.3, 0.17]","[0.57, 0.38, 0.05]",medium,"[0.0, 0.39, 0.12, 0.43, 0.06]","[0.19, 0.2, 0.11, 0.05, 0.45]",738.5384615384615,5.269230769230769,52
100520,Delhi,46,"[0.15, 0.31, 0.13, 0.04, 0.06, 0.0, 0.31]","[0.41, 0.3, 0.29]",low,"[0.0, 0.43, 0.1, 0.21, 0.26]","[0.49, 0.2, 0.08, 0.03, 0.2]",571.6296296296297,4.0,27
100521,Chennai,20,"[0.01, 0.44, 0.21, 0.12, 0.08, 0.12, 0.02]","[0.09, 0.65, 0.26]",high,"[0.0, 0.18, 0.41, 0.33, 0.08]","[0.35, 0.11, 0.18, 0.18, 0.18]",857.6867469879518,7.445783132530121,83
100522,Delhi,47,"[0.4, 0.09, 0.07, 0.03, 0.18, 0.18, 0.05]","[0.98, 0.0, 0.02]",medium,"[0.35, 0.3, 0.26, 0.06, 0.03]","[0.46, 0.09, 0.21, 0.03, 0.21]",408.175,2.875,40
100523,Mumbai,18,"[0.07, 0.06, 0.04, 0.38, 0.06, 0.1, 0.29]","[1.0, 0.0, 0.0]",low,"[0.0, 0.19, 0.16, 0.57, 0.08]","[0.31, 0.26, 0.02, 0.09, 0.32]",467.74285714285713,3.1714285714285713,35
100524,Delhi,18,"[0.41, 0.12, 0.13, 0.09, 0.12, 0.02, 0.11]","[0.08, 0.52, 0.4]",medium,"[0.0, 0.35, 0.1, 0.17, 0.38]","[0.11, 0.12, 0.34, 0.08, 0.35]",1029.3488372093022,7.348837209302325,43
100525,Delhi,23,"[0.35, 0.12, 0.21, 0.03, 0.22, 0.01, 0.06]","[0.24, 0.67, 0.09]",low,"[0.0, 0.2, 0.37, 0.15, 0.28]","[0.55, 0.06, 0.06, 0.19, 0.14]",589.1052631578947,4.684210526315789,19
100526,Bangalore,48,"[0.09, 0.2, 0.1, 0.17, 0.06, 0.08, 0.3]","[0.65, 0.0, 0.35]",medium,"[0.0, 0.1, 0.35, 0.44, 0.11]","[0.1, 0.18, 0.13, 0.31, 0.28]",690.578947368421,5.947368421052632,38
100527,Mumbai,48,"[0.26, 0.22, 0.05, 0.2, 0.01, 0.04, 0.22]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.27, 0.05, 0.3, 0.38]","[0.29, 0.28, 0.25, 0.01, 0.17]",698.4117647058823,4.96078431372549,51
100528,Bangalore,18,"[0.04, 0.15, 0.25, 0.13, 0.09, 0.14, 0.2]","[0.69, 0.29, 0.02]",low,"[0.0, 0.42, 0.06, 0.28, 0.24]","[0.22, 0.08, 0.37, 0.11, 0.22]",830.7857142857143,6.75,28
100529,Delhi,36,"[0.33, 0.06, 0.19, 0.22, 0.08, 0.11, 0.01]","[0.14, 0.6, 0.26]",medium,"[0.0, 0.41, 0.08, 0.36, 0.15]","[0.3, 0.06, 0.38, 0.14, 0.12]",701.9,5.0,30
100530,Mumbai,53,"[0.28, 0.14, 0.25, 0.12, 0.1, 0.01, 0.1]","[0.43, 0.5, 0.07]",high,"[0.24, 0.06, 0.03, 0.61, 0.06]","[0.3, 0.18, 0.07, 0.04, 0.41]",776.6060606060606,5.181818181818182,66
100531,Chennai,30,"[0.11, 0.48, 0.15, 0.01, 0.14, 0.0, 0.11]","[0.25, 0.71, 0.04]",medium,"[0.0, 0.35, 0.04, 0.39, 0.22]","[0.32, 0.28, 0.15, 0.11, 0.14]",817.375,5.375,32
100532,Mumbai,52,"[0.23, 0.04, 0.07, 0.29, 0.09, 0.09, 0.19]","[0.03, 0.92, 0.05]",medium,"[0.0, 0.16, 0.09, 0.57, 0.18]","[0.3, 0.21, 0.27, 0.06, 0.16]",650.2325581395348,4.232558139534884,43
100533,Chennai,35,"[0.0, 0.11, 0.28, 0.15, 0.22, 0.1, 0.14]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.12, 0.12, 0.57, 0.19]","[0.56, 0.32, 0.03, 0.02, 0.07]",643.6122448979592,3.4489795918367347,49
100534,Delhi,18,"[0.27, 0.22, 0.06, 0.19, 0.16, 0.0, 0.1]","[0.34, 0.25, 0.41]",low,"[0.0, 0.19, 0.2, 0.47, 0.14]","[0.1, 0.05, 0.18, 0.18, 0.49]",730.9230769230769,6.615384615384615,26
100535,Bangalore,25,"[0.02, 0.26, 0.08, 0.16, 0.05, 0.18, 0.25]","[0.21, 0.78, 0.01]",medium,"[0.0, 0.07, 0.39, 0.3, 0.24]","[0.31, 0.06, 0.09, 0.11, 0.43]",390.6666666666667,3.1025641025641026,39
100536,Delhi,18,"[0.24, 0.21, 0.15, 0.2, 0.14, 0.02, 0.04]","[0.07, 0.55, 0.38]",low,"[0.0, 0.22, 0.21, 0.53, 0.04]","[0.11, 0.34, 0.09, 0.08, 0.38]",690.4,4.75,20
100537,Chennai,44,"[0.0, 0.3, 0.11, 0.1, 0.18, 0.15, 0.16]","[1.0, 0.0, 0.0]",low,"[0.0, 0.1, 0.19, 0.32, 0.39]","[0.21, 0.24, 0.21, 0.03, 0.31]",551.4827586206897,4.137931034482759,29
100538,Chennai,18,"[0.02, 0.31, 0.19, 0.18, 0.17, 0.05, 0.08]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.13, 0.07, 0.31, 0.49]","[0.45, 0.17, 0.23, 0.12, 0.03]",853.2972972972973,5.702702702702703,37
100539,Bangalore,56,"[0.06, 0.25, 0.15, 0.28, 0.0, 0.15, 0.11]","[0.56, 0.4, 0.04]",low,"[0.0, 0.24, 0.48, 0.23, 0.05]","[0.48, 0.05, 0.26, 0.09, 0.12]",543.1666666666666,4.0,18
100540,Delhi,43,"[0.43, 0.28, 0.04, 0.0, 0.02, 0.07, 0.16]","[0.11, 0.68, 0.21]",low,"[0.0, 0.34, 0.3, 0.28, 0.08]","[0.25, 0.08, 0.12, 0.53, 0.02]",468.3235294117647,5.0,34
100541,Bangalore,36,"[0.07, 0.17, 0.06, 0.05, 0.08, 0.28, 0.29]","[0.97, 0.0, 0.03]",high,"[0.0, 0.3, 0.16, 0.39, 0.15]","[0.18, 0.39, 0.1, 0.07, 0.26]",989.8823529411765,6.729411764705882,85
100542,Bangalore,24,"[0.05, 0.12, 0.22, 0.07, 0.09, 0.1, 0.35]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.36, 0.07, 0.33, 0.24]","[0.28, 0.11, 0.04, 0.24, 0.33]",563.2380952380952,4.904761904761905,42
100543,Chennai,18,"[0.09, 0.36, 0.36, 0.03, 0.04, 0.03, 0.09]","[0.07, 0.65, 0.28]",low,"[0.0, 0.11, 0.43, 0.34, 0.12]","[0.09, 0.23, 0.24, 0.21, 0.23]",706.8620689655172,5.517241379310345,29
100544,Chennai,31,"[0.01, 0.18, 0.3, 0.03, 0.1, 0.2, 0.18]","[0.29, 0.64, 0.07]",low,"[0.2, 0.16, 0.07, 0.38, 0.19]","[0.21, 0.29, 0.01, 0.02, 0.47]",696.7391304347826,4.260869565217392,23
100545,Delhi,18,"[0.3, 0.01, 0.12, 0.25, 0.04, 0.15, 0.13]","[0.31, 0.17, 0.52]",medium,"[0.0, 0.58, 0.16, 0.14, 0.12]","[0.39, 0.17, 0.08, 0.02, 0.34]",538.4545454545455,3.5,44
100546,Bangalore,31,"[0.2, 0.17, 0.16, 0.11, 0.06, 0.05, 0.25]","[0.06, 0.83, 0.11]",medium,"[0.0, 0.1, 0.18, 0.4, 0.32]","[0.33, 0.15, 0.11, 0.12, 0.29]",694.5,5.1,40
100547,Delhi,18,"[0.49, 0.26, 0.04, 0.03, 0.06, 0.03, 0.09]","[0.22, 0.36, 0.42]",low,"[0.0, 0.34, 0.29, 0.33, 0.04]","[0.32, 0.2, 0.07, 0.03, 0.38]",669.84,4.8,25
100548,Mumbai,18,"[0.09, 0.13, 0.11, 0.15, 0.11, 0.07, 0.34]","[0.43, 0.17, 0.4]",high,"[0.0, 0.57, 0.1, 0.31, 0.02]","[0.31, 0.06, 0.06, 0.49, 0.08]",520.855421686747,4.951807228915663,83
100549,Delhi,42,"[0.3, 0.36, 0.14, 0.06, 0.02, 0.1, 0.02]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.45, 0.04, 0.41, 0.1]","[0.16, 0.05, 0.25, 0.28, 0.26]",489.0,4.76,50
100550,Delhi,33,"[0.27, 0.0, 0.25, 0.18, 0.11, 0.06, 0.13]","[0.88, 0.0, 0.12]",medium,"[0.0, 0.36, 0.11, 0.1, 0.43]","[0.26, 0.24, 0.35, 0.08, 0.07]",795.8571428571429,5.095238095238095,42
100551,Mumbai,42,"[0.19, 0.27, 0.17, 0.16, 0.09, 0.05, 0.07]","[1.0, 0.0, 0.0]",low,"[0.0, 0.19, 0.16, 0.52, 0.13]","[0.12, 0.41, 0.06, 0.09, 0.32]",788.4444444444445,5.166666666666667,36
100552,Bangalore,18,"[0.24, 0.13, 0.18, 0.1, 0.01, 0.17, 0.17]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.33, 0.26, 0.16, 0.25]","[0.4, 0.11, 0.12, 0.11, 0.26]",692.3023255813954,5.232558139534884,43
100553,Delhi,20,"[0.17, 0.08, 0.24, 0.04, 0.1, 0.35, 0.02]","[1.0, 0.0, 0.0]",low,"[0.0, 0.19, 0.08, 0.43, 0.3]","[0.08, 0.4, 0.19, 0.06, 0.27]",831.4,5.4,20
100554,Chennai,42,"[0.03, 0.19, 0.17, 0.26, 0.15, 0.19, 0.01]","[0.65, 0.0, 0.35]",medium,"[0.0, 0.11, 0.29, 0.51, 0.09]","[0.38, 0.21, 0.06, 0.08, 0.27]",917.8,6.45,40
100555,Mumbai,22,"[0.14, 0.09, 0.17, 0.24, 0.13, 0.06, 0.17]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.62, 0.07, 0.18, 0.13]","[0.21, 0.27, 0.03, 0.09, 0.4]",907.75,6.375,40
100556,Delhi,45,"[0.6, 0.26, 0.08, 0.0, 0.0, 0.04, 0.02]","[0.46, 0.38, 0.16]",medium,"[0.4, 0.19, 0.26, 0.12, 0.03]","[0.37, 0.12, 0.11, 0.26, 0.14]",665.6486486486486,5.945945945945946,37
100557,Mumbai,20,"[0.08, 0.13, 0.09, 0.06, 0.19, 0.09, 0.36]","[0.38, 0.45, 0.17]",low,"[0.0, 0.28, 0.35, 0.35, 0.02]","[0.39, 0.19, 0.06, 0.06, 0.3]",790.7058823529412,5.352941176470588,34
100558,Bangalore,40,"[0.03, 0.32, 0.09, 0.05, 0.18, 0.16, 0.17]","[0.2, 0.57, 0.23]",low,"[0.0, 0.48, 0.19, 0.13, 0.2]","[0.54, 0.08, 0.24, 0.04, 0.1]",862.9642857142857,6.142857142857143,28
100559,Chennai,28,"[0.17, 0.07, 0.27, 0.02, 0.11, 0.3, 0.06]","[0.18, 0.64, 0.18]",low,"[0.0, 0.25, 0.14, 0.58, 0.03]","[0.34, 0.16, 0.15, 0.12, 0.23]",680.8709677419355,4.483870967741935,31
100560,Bangalore,50,"[0.13, 0.18, 0.2, 0.07, 0.0, 0.06, 0.36]","[0.61, 0.18, 0.21]",high,"[0.0, 0.09, 0.53, 0.28, 0.1]","[0.58, 0.13, 0.23, 0.01, 0.05]",859.7042253521126,5.323943661971831,71
100561,Delhi,18,"[0.43, 0.33, 0.09, 0.0, 0.05, 0.08, 0.02]","[0.18, 0.81, 0.01]",low,"[0.44, 0.27, 0.01, 0.2, 0.08]","[0.21, 0.25, 0.09, 0.16, 0.29]",958.3076923076923,6.961538461538462,26
100562,Delhi,31,"[0.34, 0.08, 0.22, 0.07, 0.03, 0.25, 0.01]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.65, 0.11, 0.15, 0.09]","[0.24, 0.08, 0.35, 0.01, 0.32]",668.4545454545455,5.484848484848484,33
100563,Bangalore,30,"[0.09, 0.31, 0.37, 0.04, 0.1, 0.0, 0.09]","[0.44, 0.2, 0.36]",low,"[0.0, 0.28, 0.14, 0.22, 0.36]","[0.55, 0.08, 0.21, 0.1, 0.06]",924.2142857142857,6.642857142857143,28
100564,Bangalore,43,"[0.16, 0.25, 0.26, 0.05, 0.02, 0.06, 0.2]","[0.45, 0.54, 0.01]",medium,"[0.0, 0.35, 0.21, 0.32, 0.12]","[0.29, 0.36, 0.11, 0.02, 0.22]",1000.7368421052631,5.842105263157895,38
100565,Mumbai,33,"[0.15, 0.17, 0.13, 0.24, 0.04, 0.08, 0.19]","[0.13, 0.77, 0.1]",medium,"[0.0, 0.08, 0.09, 0.6, 0.23]","[0.21, 0.12, 0.04, 0.07, 0.56]",699.7894736842105,5.543859649122807,57
100566,Delhi,22,"[0.29, 0.03, 0.11, 0.05, 0.1, 0.35, 0.07]","[0.41, 0.52, 0.07]",medium,"[0.0, 0.02, 0.38, 0.34, 0.26]","[0.13, 0.17, 0.18, 0.07, 0.45]",594.6122448979592,4.387755102040816,49
100567,Mumbai,18,"[0.19, 0.14, 0.13, 0.26, 0.11, 0.02, 0.15]","[0.09, 0.7, 0.21]",medium,"[0.0, 0.23, 0.21, 0.27, 0.29]","[0.57, 0.06, 0.21, 0.13, 0.03]",594.2608695652174,3.9782608695652173,46
100568,Bangalore,43,"[0.05, 0.08, 0.31, 0.15, 0.04, 0.12, 0.25]","[0.16, 0.72, 0.12]",medium,"[0.0, 0.38, 0.11, 0.41, 0.1]","[0.33, 0.39, 0.04, 0.05, 0.19]",1259.3030303030303,6.212121212121212,33
100569,Chennai,33,"[0.01, 0.25, 0.09, 0.11, 0.16, 0.34, 0.04]","[0.12, 0.82, 0.06]",low,"[0.0, 0.31, 0.23, 0.44, 0.02]","[0.2, 0.12, 0.15, 0.04, 0.49]",539.258064516129,4.806451612903226,31
100570,Bangalore,18,"[0.18, 0.3, 0.07, 0.06, 0.19, 0.04, 0.16]","[0.36, 0.23, 0.41]",medium,"[0.0, 0.27, 0.42, 0.26, 0.05]","[0.48, 0.16, 0.2, 0.04, 0.12]",783.95,5.25,40
100571,Mumbai,53,"[0.06, 0.13, 0.09, 0.21, 0.03, 0.29, 0.19]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.35, 0.12, 0.16, 0.37]","[0.41, 0.25, 0.22, 0.04, 0.08]",882.5,5.978260869565218,46
100572,Chennai,35,"[0.01, 0.3, 0.39, 0.05, 0.07, 0.0, 0.18]","[0.24, 0.65, 0.11]",high,"[0.36, 0.15, 0.2, 0.22, 0.07]","[0.3, 0.09, 0.17, 0.07, 0.37]",788.1012658227849,5.7594936708860756,79
100573,Bangalore,42,"[0.1, 0.19, 0.18, 0.15, 0.01, 0.12, 0.25]","[0.34, 0.6, 0.06]",low,"[0.0, 0.29, 0.08, 0.52, 0.11]","[0.32, 0.15, 0.14, 0.01, 0.38]",845.5416666666666,6.125,24
100574,Chennai,51,"[0.01, 0.38, 0.22, 0.05, 0.11, 0.18, 0.05]","[0.09, 0.83, 0.08]",high,"[0.0, 0.18, 0.09, 0.43, 0.3]","[0.19, 0.26, 0.13, 0.07, 0.35]",551.4351851851852,4.074074074074074,108
100575,Bangalore,34,"[0.02, 0.21, 0.18, 0.16, 0.02, 0.07, 0.34]","[0.36, 0.62, 0.02]",low,"[0.0, 0.17, 0.31, 0.32, 0.2]","[0.5, 0.29, 0.03, 0.0, 0.18]",1324.1290322580646,7.709677419354839,31
100576,Bangalore,41,"[0.23, 0.46, 0.08, 0.03, 0.02, 0.06, 0.12]","[1.0, 0.0, 0.0]",low,"[0.0, 0.34, 0.25, 0.17, 0.24]","[0.38, 0.06, 0.21, 0.08, 0.27]",681.05,7.0,20
100577,Delhi,30,"[0.47, 0.24, 0.09, 0.06, 0.09, 0.02, 0.03]","[0.42, 0.48, 0.1]",low,"[0.0, 0.1, 0.4, 0.39, 0.11]","[0.32, 0.09, 0.34, 0.12, 0.13]",879.25,6.416666666666667,24
100578,Bangalore,37,"[0.03, 0.24, 0.15, 0.15, 0.08, 0.16, 0.19]","[0.26, 0.5, 0.24]",medium,"[0.0, 0.09, 0.17, 0.46, 0.28]","[0.22, 0.04, 0.3, 0.01, 0.43]",593.5,5.204545454545454,44
100579,Mumbai,18,"[0.11, 0.05, 0.21, 0.31, 0.03, 0.06, 0.23]","[0.65, 0.3, 0.05]",medium,"[0.0, 0.11, 0.24, 0.56, 0.09]","[0.15, 0.21, 0.18, 0.14, 0.32]",524.9761904761905,3.6904761904761907,42
100580,Bangalore,26,"[0.15, 0.2, 0.15, 0.14, 0.02, 0.18, 0.16]","[0.05, 0.9, 0.05]",medium,"[0.0, 0.33, 0.1, 0.34, 0.23]","[0.26, 0.33, 0.02, 0.09, 0.3]",780.0666666666667,4.888888888888889,45
100581,Chennai,18,"[0.06, 0.36, 0.12, 0.04, 0.19, 0.17, 0.06]","[0.16, 0.57, 0.27]",medium,"[0.0, 0.28, 0.14, 0.54, 0.04]","[0.27, 0.22, 0.03, 0.1, 0.38]",457.7708333333333,3.7708333333333335,48
100582,Delhi,31,"[0.2, 0.01, 0.1, 0.17, 0.01, 0.45, 0.06]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.5, 0.01, 0.15, 0.34]","[0.32, 0.06, 0.18, 0.04, 0.4]",767.9574468085107,6.382978723404255,47
100583,Delhi,33,"[0.13, 0.32, 0.22, 0.05, 0.02, 0.13, 0.13]","[0.37, 0.53, 0.1]",medium,"[0.0, 0.29, 0.08, 0.56, 0.07]","[0.36, 0.23, 0.1, 0.01, 0.3]",454.42,3.32,50
100584,Mumbai,18,"[0.13, 0.1, 0.17, 0.28, 0.13, 0.15, 0.04]","[0.26, 0.71, 0.03]",low,"[0.0, 0.59, 0.08, 0.28, 0.05]","[0.34, 0.23, 0.06, 0.17, 0.2]",986.5652173913044,6.6521739130434785,23
100585,Delhi,19,"[0.33, 0.06, 0.14, 0.02, 0.06, 0.11, 0.28]","[0.29, 0.2, 0.51]",low,"[0.0, 0.33, 0.25, 0.3, 0.12]","[0.06, 0.38, 0.14, 0.19, 0.23]",892.2083333333334,5.875,24
100586,Delhi,25,"[0.39, 0.22, 0.08, 0.01, 0.03, 0.01, 0.26]","[0.11, 0.64, 0.25]",medium,"[0.0, 0.11, 0.31, 0.32, 0.26]","[0.23, 0.09, 0.25, 0.06, 0.37]",881.7931034482758,6.344827586206897,58
100587,Bangalore,21,"[0.1, 0.12, 0.07, 0.06, 0.1, 0.19, 0.36]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.19, 0.17, 0.43, 0.21]","[0.32, 0.18, 0.05, 0.18, 0.27]",603.4090909090909,4.659090909090909,44
100588,Delhi,18,"[0.41, 0.02, 0.23, 0.19, 0.01, 0.09, 0.05]","[0.95, 0.0, 0.05]",medium,"[0.0, 0.43, 0.24, 0.18, 0.15]","[0.06, 0.32, 0.18, 0.24, 0.2]",783.4054054054054,5.837837837837838,37
100589,Mumbai,24,"[0.13, 0.12, 0.19, 0.13, 0.13, 0.13, 0.17]","[0.32, 0.19, 0.49]",low,"[0.0, 0.2, 0.17, 0.48, 0.15]","[0.1, 0.19, 0.24, 0.06, 0.41]",812.0454545454545,5.954545454545454,22
100590,Delhi,34,"[0.13, 0.08, 0.19, 0.08, 0.14, 0.26, 0.12]","[1.0, 0.0, 0.0]",medium,"[0.0, 0.25, 0.25, 0.23, 0.27]","[0.24, 0.16, 0.16, 0.04, 0.4]",429.05405405405406,2.972972972972973,37
